"Story","Title","Result","Date","Stability","Duration (s)"
"Verificar el diligenciamiento de la pantalla Block Validation","diligenciamiento fallido formulario block validation","SUCCESS","2022-02-11T11:19:08.478-05:00[America/Bogota]","0.0","0.01"
